id,word,fast_meaning,example_sentence,source,sort_order,created_at,updated_at
1,aberrant,departing from the norm,The aberrant result was removed only after the lab found a recording error. | Such aberrant behavior is unusual for him. | The software crashed due to an aberrant code loop. | They studied the aberrant cell growth. | The weather has been completely aberrant lately.,sat_300_plus_vocab_dataset,11,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
326,abstemious,avoiding excess or indulgence,Her abstemious habits made the lavish banquet seem more ceremonial than tempting. | The monk led an abstemious life. | He is abstemious with his alcohol consumption. | An abstemious diet helped her recover. | They ate an abstemious meal of bread and water.,sat_300_plus_vocab_dataset,14,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
328,accede,agree or give in,The committee finally acceded to the request for a longer review period. | The company acceded to the union's demands. | He refused to accede to their blackmail. | The prince acceded to the throne last year. | We cannot accede to these harsh terms.,sat_300_plus_vocab_dataset,16,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
330,acquiesce,accept without protest,The mayor did not endorse the plan but chose to acquiesce under pressure. | She will never acquiesce to such unfair rules. | They acquiesced to the manager's decision quietly. | He acquiesced out of sheer exhaustion. | The board acquiesced in the merger.,sat_300_plus_vocab_dataset,18,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
331,acumen,sharp practical judgment,Her financial acumen helped the museum survive a difficult funding year. | He lacks the business acumen to run a startup. | Her political acumen is unmatched. | The investor displayed remarkable market acumen. | It takes great acumen to solve this puzzle.,sat_300_plus_vocab_dataset,19,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
332,admonish,warn or scold firmly,The editor admonished the reporter for presenting rumor as fact. | The teacher admonished the students for talking. | She admonished him to be careful on the ice. | The judge admonished the lawyer's behavior. | He was gently admonished for his tardiness.,sat_300_plus_vocab_dataset,20,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
336,affinity,natural liking or connection,The poet had an affinity for images drawn from ordinary city life. | He has a natural affinity for foreign languages. | She felt an immediate affinity with the stray dog. | There is a close affinity between the two theories. | His affinity for nature led him to forestry.,sat_300_plus_vocab_dataset,24,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
337,aggrandize,increase power or status,The ruler used public works to aggrandize himself rather than serve citizens. | The CEO sought to aggrandize his own reputation. | They used the charity to aggrandize their wealth. | His speech was an attempt to aggrandize his achievements. | The empire sought to aggrandize its borders.,sat_300_plus_vocab_dataset,25,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
350,apathetic,showing little interest,Voters seemed apathetic until the school closure made the election feel urgent. | The students were apathetic toward the guest speaker. | He grew apathetic about his career after the demotion. | The public remains apathetic about local politics. | An apathetic workforce reduces overall productivity.,sat_300_plus_vocab_dataset,38,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
353,approbation,formal approval or praise,The proposal received the board's approbation after months of revision. | The author sought the approbation of her peers. | The project was met with widespread approbation. | He smiled at the teacher's nod of approbation. | The budget passed with the mayor's explicit approbation.,sat_300_plus_vocab_dataset,41,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
358,artifice,clever trick or deception,The magician's artifice depended on directing attention away from his hands. | The politician used artifice to dodge the question. | Her tears were merely an artifice to gain sympathy. | The plot of the movie relies on clever artifice. | He saw through the salesman's cheap artifice.,sat_300_plus_vocab_dataset,46,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
359,ascetic,self denying and austere,The monk's ascetic routine left little room for comfort or distraction. | The hermit lived an ascetic life in the mountains. | She adopted an ascetic diet to improve her health. | His ascetic apartment contained only a bed and a desk. | The ascetic practices included long periods of fasting.,sat_300_plus_vocab_dataset,47,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
360,asperity,harshness of tone,The professor's asperity faded when the nervous student explained the mistake. | He replied with surprising asperity to the simple question. | The asperity of the winter wind was brutal. | She spoke with an asperity that shocked her friends. | The manager's asperity alienated his employees.,sat_300_plus_vocab_dataset,48,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
361,assuage,soothe or relieve,A clear apology helped assuage the anger of the overlooked volunteers. | The mother tried to assuage her child's fears of the dark. | A heavy meal will assuage your hunger. | He donated to charity to assuage his guilt. | The cool water assuaged the burning sensation.,sat_300_plus_vocab_dataset,49,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
363,attenuate,weaken or reduce,Distance attenuates sound so the bells seemed faint across the lake. | The earplugs attenuate the noise of the machinery. | The drug was designed to attenuate the virus's effects. | The atmosphere attenuates the sun's radiation. | Her influence began to attenuate after the scandal.,sat_300_plus_vocab_dataset,51,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
365,avarice,greed for wealth,The fable warns that avarice can make prosperity feel like poverty. | The corrupt official was driven by sheer avarice. | His avarice led him to embezzle company funds. | Avarice destroyed their long-standing friendship. | The novel critiques the avarice of the upper class.,sat_300_plus_vocab_dataset,53,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
366,aver,state with confidence,The biologist averred that the pattern was real rather than accidental. | The witness averred that she had seen the defendant at the scene. | He averred his innocence until the very end. | The company avers that its products are entirely safe. | She averred that the painting was a genuine masterpiece.,sat_300_plus_vocab_dataset,54,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
370,belligerent,hostile and aggressive,The belligerent response turned a minor disagreement into a public feud. | The drunk customer became belligerent with the bartender. | Two belligerent nations amassed troops on the border. | His belligerent attitude made teamwork impossible. | She gave him a belligerent glare across the room.,sat_300_plus_vocab_dataset,58,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
373,brazen,bold without shame,The brazen forgery included a signature copied from a museum poster. | The thieves made a brazen daytime robbery. | He told a brazen lie right to her face. | Her brazen disrespect for authority shocked the class. | The brazen request for more money was denied immediately.,sat_300_plus_vocab_dataset,61,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
377,buttress,support or reinforce,The lawyer cited precedent to buttress her argument before the court. | The stone walls were supported by massive wooden buttresses. | He gathered more data to buttress his theory. | The emotional support from his friends buttressed his resolve. | The treaty was designed to buttress regional security.,sat_300_plus_vocab_dataset,65,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
378,cacophony,harsh mixture of sounds,The market's cacophony made it hard to hear the guide's instructions. | A cacophony of car horns echoed through the tunnel. | The orchestra tuning up created a terrible cacophony. | The classroom became a cacophony of shouting children. | He couldn't think straight in the cacophony of the factory.,sat_300_plus_vocab_dataset,66,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
381,castigate,criticize in a severe way,Reviewers castigated the report for ignoring evidence that contradicted its claims. | The principal castigated the students for their vandalism. | She castigated herself for making such a foolish error. | The media castigated the politician for the scandal. | He was castigated by his coach for missing practice.,sat_300_plus_vocab_dataset,69,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
382,catalyze,cause action or change,The discovery catalyzed a new debate about how the species evolved. | The enzyme helps catalyze the chemical reaction. | The protest catalyzed a nationwide movement for reform. | The new CEO catalyzed a massive restructuring. | The tragic event catalyzed her desire to help others.,sat_300_plus_vocab_dataset,70,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
385,chicanery,trickery or deception,The contract's confusing language seemed designed for chicanery rather than clarity. | The accountant was fired for financial chicanery. | Political chicanery ruined the election process. | He resorted to chicanery to win the game. | The plot involved layers of corporate chicanery.,sat_300_plus_vocab_dataset,73,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
386,circumscribe,limit or restrict,Budget rules circumscribed the director's ability to hire additional staff. | The fence circumscribes the perimeter of the property. | His influence is strictly circumscribed by the new laws. | A circle can cleanly circumscribe the triangle. | Our options are circumscribed by a lack of time.,sat_300_plus_vocab_dataset,74,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
387,clamorous,loud and demanding,A clamorous crowd gathered outside the station after the trains stopped. | The clamorous demands of the protesters echoed in the square. | A flock of clamorous birds woke me at dawn. | The kitchen was a clamorous environment during the dinner rush. | He tried to silence the clamorous children.,sat_300_plus_vocab_dataset,75,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
390,coherent,logical and consistent,The scattered notes became a coherent argument after careful organization. | The patient was barely coherent after the accident. | The team lacked a coherent strategy. | She explained the complex theory in a coherent way. | The novel's plot is tight and coherent.,sat_300_plus_vocab_dataset,78,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
394,concomitant,naturally happening along with,Greater freedom brought a concomitant need for stronger personal responsibility. | The drug's concomitant side effects include nausea. | The rise in pollution is a concomitant of industrial growth. | Concomitant symptoms make the disease hard to diagnose. | The concomitant rain and wind caused severe damage.,sat_300_plus_vocab_dataset,82,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
395,conjectural,based on guesswork,The article's conclusion remained conjectural because the key records were missing. | The theory is purely conjectural at this stage. | Her timeline of events is largely conjectural. | Conjectural evidence is not enough for a conviction. | The alien life hypothesis is highly conjectural.,sat_300_plus_vocab_dataset,83,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
399,contravene,violate or oppose,The policy would contravene the law if applied to private speech. | The company's actions contravene international trade agreements. | Do not contravene the rules of the competition. | The new evidence contravenes the initial report. | To contravene this order will result in immediate termination.,sat_300_plus_vocab_dataset,87,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
400,conundrum,difficult puzzle or problem,The missing data created a conundrum that no simple model could solve. | The ethical conundrum kept the philosopher awake at night. | Finding a cure for the disease is a medical conundrum. | He faced the conundrum of choosing between two great jobs. | The locked room presented a classic mystery conundrum.,sat_300_plus_vocab_dataset,88,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
403,coterie,small exclusive group,A coterie of critics shaped the magazine's tastes for decades. | The president is surrounded by a loyal coterie of advisors. | A small coterie of artists dominated the gallery scene. | The exclusive club was run by a wealthy coterie. | She belonged to a fashionable coterie in Paris.,sat_300_plus_vocab_dataset,91,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
407,cynical,distrustful of motives,The columnist's cynical tone suggested every reformer sought only power. | He is cynical about politicians and their promises. | Her cynical worldview makes it hard for her to trust people. | The cynical marketing campaign exploited people's fears. | A cynical laugh escaped him.,sat_300_plus_vocab_dataset,95,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
408,daunting,intimidating because of difficulty,The project seemed daunting until the class divided it into smaller tasks. | Climbing Everest is a truly daunting challenge. | She faced the daunting task of cleaning the entire house. | The daunting list of requirements discouraged many applicants. | The financial cost of the reform is daunting.,sat_300_plus_vocab_dataset,96,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
409,dearth,lack or scarcity,A dearth of reliable records made the early history difficult to reconstruct. | There is a glaring dearth of women in leadership roles here. | The region suffers from a dearth of clean drinking water. | The dearth of evidence led to an acquittal. | We face a dearth of creative ideas.,sat_300_plus_vocab_dataset,97,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
410,decorous,proper and restrained,The ceremony remained decorous despite strong disagreement among the guests. | The Victorian era was known for its decorous behavior. | She maintained a decorous silence during the outburst. | The party was a highly decorous affair. | His decorous manner impressed the strict grandmother.,sat_300_plus_vocab_dataset,98,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
411,deference,respectful yielding to others,The intern listened with deference when the veteran engineer explained the flaw. | They bowed in deference to the visiting king. | Out of deference to her age we gave her the best seat. | He treats his mentors with immense deference. | The decision was made in deference to public opinion.,sat_300_plus_vocab_dataset,99,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
412,deft,skillful and quick,The novelist made a deft transition from humor to grief. | The surgeon's deft hands completed the procedure flawlessly. | She made a deft maneuver to avoid the pothole. | The politician's deft handling of the crisis saved his career. | A deft touch is required to paint the miniature.,sat_300_plus_vocab_dataset,100,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
415,deprecate,express disapproval of,The author deprecated the myth that genius requires isolation. | He is fiercely self-deprecating when discussing his own success. | The software update deprecated several older features. | She deprecated the violent protests. | The professor deprecated the use of unverified sources.,sat_300_plus_vocab_dataset,103,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
419,deter,discourage from acting,Higher fines may deter companies from dumping waste illegally. | The heavy rain did not deter the marathon runners. | The security cameras are meant to deter theft. | Nothing will deter him from achieving his goal. | The harsh criticism failed to deter her.,sat_300_plus_vocab_dataset,107,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
420,detriment,source of harm,The shortcut saved time but worked to the detriment of accuracy. | He worked long hours to the detriment of his health. | The new tax will be a detriment to small businesses. | The rumors caused serious detriment to her reputation. | Excessive screen time can be a detriment to sleep.,sat_300_plus_vocab_dataset,108,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
424,diminution,decrease or reduction,The river's diminution alarmed farmers who depended on it for irrigation. | There has been a steady diminution of the local wildlife. | The treaty led to a diminution of nuclear weapons. | A diminution in sales caused the store to close. | Aging often brings a diminution of physical strength.,sat_300_plus_vocab_dataset,112,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
425,disabuse,free from false belief,The coach tried to disabuse players of the idea that talent replaced practice. | Let me disabuse you of the notion that this will be easy. | The article disabuses readers of common medical myths. | He quickly disabused her of the romanticized view of war. | The failure disabused him of his arrogance.,sat_300_plus_vocab_dataset,113,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
427,discordant,conflicting or harsh,The cheerful music felt discordant with the scene of abandoned streets. | The orchestra sounded discordant during the first rehearsal. | Her loud laughter was discordant in the quiet library. | The meeting ended with discordant views on the budget. | The two witness accounts were completely discordant.,sat_300_plus_vocab_dataset,115,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
432,dissident,opposing official views,Dissident writers circulated essays that challenged the regime's version of history. | The dissident group protested outside the embassy. | The government arrested the outspoken dissident. | Dissident voices were quickly silenced by the dictator. | The church expelled the dissident members.,sat_300_plus_vocab_dataset,120,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
433,doctrinaire,rigidly guided by ideology,His doctrinaire approach left no room for evidence that complicated the theory. | The doctrinaire communist refused to accept market reforms. | Her views are too doctrinaire for mainstream politics. | The party became increasingly doctrinaire over time. | He gave a doctrinaire speech that alienated moderates.,sat_300_plus_vocab_dataset,121,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
438,edifying,morally or intellectually useful,The documentary was edifying because it explained both the science and the stakes. | The lecture on classical architecture was highly edifying. | I found his perspective on the matter to be quite edifying. | The fable provides an edifying lesson for children. | The religious retreat proved to be a deeply edifying experience.,sat_300_plus_vocab_dataset,126,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
441,egalitarian,favoring equal rights,The club adopted egalitarian rules that gave every member one vote. | The Scandinavian countries are known for their egalitarian societies. | The school promotes an egalitarian learning environment. | The constitution is built on egalitarian principles. | They share household chores in a strictly egalitarian manner.,sat_300_plus_vocab_dataset,129,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
443,elicit,draw out a response,The photograph elicited memories that the interview questions had missed. | The comedian failed to elicit any laughter from the audience. | The survey is designed to elicit honest opinions. | The police used harsh tactics to elicit a confession. | Her sad story elicited tears from the listeners.,sat_300_plus_vocab_dataset,131,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
444,elucidate,make clear or understandable,The diagram helped elucidate a process the text described poorly. | The professor tried to elucidate the complex theorem. | Could you elucidate that concept further? | The footnotes serve to elucidate the poem's historical references. | The investigation will hopefully elucidate the cause of the fire.,sat_300_plus_vocab_dataset,132,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
446,encumber,burden or hinder,Excessive paperwork can encumber teachers who need time for students. | The hiker was encumbered by a heavy backpack. | The estate is encumbered with massive debts. | Do not encumber the project with unnecessary features. | The strict regulations encumber small businesses.,sat_300_plus_vocab_dataset,134,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
447,endemic,regularly found in place,Corruption had become endemic in the agency before the reforms began. | Malaria is endemic in many tropical regions. | This species of bird is endemic to the island. | Apathy seems endemic among the current voter base. | The endemic disease wiped out the crop.,sat_300_plus_vocab_dataset,135,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
452,equanimity,calm under stress,The pilot handled the emergency with remarkable equanimity. | She accepted the devastating news with surprising equanimity. | The monk maintained his equanimity despite the chaos around him. | It is hard to keep your equanimity during a heated argument. | His equanimity in the face of danger is legendary.,sat_300_plus_vocab_dataset,140,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
453,equivocate,avoid a clear answer,When asked about costs the official chose to equivocate. | The politician equivocated when asked about his past votes. | Stop equivocating and give me a straight answer. | The suspect equivocated during the police interrogation. | The lawyer accused the witness of equivocating on the stand.,sat_300_plus_vocab_dataset,141,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
454,erratic,irregular or unpredictable,Erratic attendance made it difficult to measure the program's impact. | The patient's heartbeat was erratic and weak. | His erratic driving caught the attention of the police. | The stock market has been highly erratic this week. | The bird's erratic flight path suggested an injured wing.,sat_300_plus_vocab_dataset,142,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
457,estimable,worthy of respect,Her estimable commitment to accuracy earned the trust of colleagues. | The foundation made an estimable contribution to the arts. | He is an estimable opponent on the debate stage. | The judge has an estimable record of fairness. | Her estimable efforts saved the historic building.,sat_300_plus_vocab_dataset,145,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
458,evasive,avoiding direct answers,The witness sounded evasive when asked about the missing funds. | The military aircraft took evasive action to dodge the missile. | He gave an evasive reply regarding his whereabouts last night. | Her evasive behavior made everyone suspicious. | The evasive animal disappeared into the dense brush.,sat_300_plus_vocab_dataset,146,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
459,exacting,requiring great care,Restoring the fragile manuscript was exacting work. | The exacting chef demanded perfection from his kitchen staff. | Writing computer code is an extremely exacting process. | The exacting standards of the factory ensured high quality. | She is an exacting teacher who accepts no excuses.,sat_300_plus_vocab_dataset,147,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
463,exonerate,prove not guilty,The DNA results helped exonerate a man wrongly convicted years earlier. | The internal investigation exonerated the mayor. | The dashcam video will exonerate the driver. | The committee voted to exonerate the accused student. | He felt immense relief when the court exonerated him.,sat_300_plus_vocab_dataset,151,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
466,facetious,joking at an inappropriate time,His facetious remark annoyed colleagues who were discussing a serious risk. | Please stop being facetious during the safety briefing. | She offered a facetious apology that only angered him more. | The tone of the article was entirely facetious. | The judge did not appreciate the lawyer's facetious comments.,sat_300_plus_vocab_dataset,154,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
469,felicitous,apt and well chosen,Her felicitous phrase captured the novel's central tension. | The weather was incredibly felicitous for the outdoor wedding. | He has a talent for finding the most felicitous words. | The felicitous outcome of the negotiation pleased everyone. | It was a highly felicitous arrangement for both companies.,sat_300_plus_vocab_dataset,157,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
471,florid,overly elaborate or ornate,The florid description buried a simple idea under decorative language. | The Victorian mansion is known for its florid architecture. | His florid complexion suggested he had been in the sun too long. | The composer's florid style is not to everyone's taste. | She gave a florid speech filled with grand metaphors.,sat_300_plus_vocab_dataset,159,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
472,foible,minor character flaw,The biography treats the inventor's impatience as a foible rather than a vice. | His habit of constantly checking his watch is a minor foible. | We must learn to accept the foibles of our friends. | The sitcom highlights the amusing foibles of everyday life. | Her obsession with grammar is a well-known foible.,sat_300_plus_vocab_dataset,160,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
475,fractious,irritable and hard to manage,The fractious committee struggled to agree on even minor revisions. | The exhausted children became fractious during the long drive. | The fractious political climate prevents any real progress. | The horses grew fractious as the thunderstorm approached. | A fractious debate delayed the passage of the bill.,sat_300_plus_vocab_dataset,163,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
476,frugal,careful with money,The frugal director reused sets rather than exceed the theater's budget. | The frugal shopper clipped coupons for hours. | They lived a frugal lifestyle to save for a house. | The frugal meal consisted of beans and rice. | Being frugal is not the same as being cheap.,sat_300_plus_vocab_dataset,164,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
477,furtive,secretive or stealthy,His furtive glance at the door made the guard suspicious. | The spy made a furtive exchange in the crowded park. | The dog gave a furtive sniff at the forbidden cake. | They exchanged furtive whispers during the exam. | A furtive figure slipped into the alleyway.,sat_300_plus_vocab_dataset,165,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
478,galvanize,spur into action,The fire galvanized residents to demand stronger safety rules. | The shocking documentary galvanized public opinion on climate change. | The coach's halftime speech galvanized the losing team. | The tragedy galvanized the nation into passing stricter laws. | The successful protest galvanized the labor movement.,sat_300_plus_vocab_dataset,166,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
480,glib,smooth but shallow,The answer was glib and ignored the problem's real complexity. | The glib salesman sold them a defective car. | Her glib apology failed to convince anyone of her sincerity. | The politician is known for his glib debate style. | The glib remark was considered highly insensitive.,sat_300_plus_vocab_dataset,168,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
483,halting,hesitant and uneven,Her halting explanation suggested she had not fully understood the procedure. | The toddler took halting steps across the living room. | The old engine started with a halting sputter. | His halting English made communication difficult. | The peace talks moved forward at a halting pace.,sat_300_plus_vocab_dataset,171,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
485,heuristic,practical problem solving shortcut,The rule was a useful heuristic rather than a perfect law. | The programmer designed a heuristic algorithm to sort the massive data. | Using a heuristic approach saves time on complex puzzles. | The heuristic method is not guaranteed to find the absolute best answer. | Teachers use heuristic techniques to encourage independent thinking.,sat_300_plus_vocab_dataset,173,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
486,hubris,excessive and dangerous pride,The leader's hubris made him ignore warnings from experienced advisers. | The tragedy of the play is caused by the hero's hubris. | The company's hubris led to its eventual bankruptcy. | His hubris convinced him he could never fail. | The myth of Icarus is a classic tale of deadly hubris.,sat_300_plus_vocab_dataset,174,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
488,ignominious,shameful and humiliating,The champion suffered an ignominious defeat in the opening round. | The general faced an ignominious retreat after his failed strategy. | The scandal marked an ignominious end to his political career. | The team's ignominious collapse was hard to watch. | The CEO was fired in an ignominious public disgrace.,sat_300_plus_vocab_dataset,176,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
491,impeccable,without any noticeable flaws,Her impeccable citations made the paper easy to verify. | The butler's manners were always impeccable. | The violin was restored to an impeccable condition. | He spoke French with an impeccable accent. | The logic of her argument is impeccable.,sat_300_plus_vocab_dataset,179,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
495,inadvertent,done without intending it,An inadvertent omission in the chart changed the report's meaning. | The inadvertent deletion of the file caused a panic. | He offered an inadvertent insult by forgetting her name. | The discovery of the new chemical was entirely inadvertent. | The loud noise caused an inadvertent flinch.,sat_300_plus_vocab_dataset,183,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
498,indefatigable,tireless and persistent,The indefatigable organizer visited every neighborhood before the vote. | The indefatigable runner finished the ultramarathon with a smile. | Her indefatigable spirit inspired the whole team. | The indefatigable search dogs finally found the survivor. | He is an indefatigable champion for human rights.,sat_300_plus_vocab_dataset,186,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
499,indifferent,having no strong preference,The committee was indifferent between the two dates because attendance was similar. | The universe is entirely indifferent to human suffering. | The cat seemed indifferent to the new toy. | He gave an indifferent shrug when asked what to eat. | The indifferent service at the restaurant ruined the evening.,sat_300_plus_vocab_dataset,187,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
503,ingenuous,innocent and sincere,Her ingenuous questions revealed curiosity rather than ignorance. | The ingenuous child believed every word the magician said. | An ingenuous smile lit up her face. | The ingenuous confession shocked the cynical detectives. | It is rare to find such an ingenuous person in politics.,sat_300_plus_vocab_dataset,191,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
510,inveterate,deep rooted and habitual,Because she was an inveterate reader she carried a novel everywhere. | The inveterate gambler lost his house at the casino. | He is an inveterate liar who cannot be trusted. | The inveterate traveler has visited over a hundred countries. | My grandfather is an inveterate tinkerer who fixes everything.,sat_300_plus_vocab_dataset,198,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
514,languid,slow and weak,The speech had a languid pace that made the audience restless. | The heat made us all feel languid and lazy. | The river flowed in a languid stream toward the sea. | She raised a languid hand in greeting. | The patient showed a languid response to the medication.,sat_300_plus_vocab_dataset,202,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
522,modicum,a small amount,The plan had a modicum of merit despite its unrealistic timeline. | The judge expects at least a modicum of respect in his courtroom. | The new evidence provided a modicum of hope for the defense. | A modicum of effort would have saved the project. | He showed not even a modicum of remorse for his crime.,sat_300_plus_vocab_dataset,210,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
524,mundane,ordinary and unremarkable,The essay finds beauty in mundane tasks such as washing dishes. | The mundane reality of office work crushed his artistic dreams. | They discussed mundane topics like the weather and traffic. | The mundane design of the building hides its advanced technology. | She escaped her mundane life through reading fantasy novels.,sat_300_plus_vocab_dataset,212,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
529,oblique,indirect or slanted,The novelist used oblique references rather than naming the scandal directly. | He gave an oblique glance toward the door. | The politician's oblique answers annoyed the journalists. | The sunlight struck the mirror at an oblique angle. | The oblique strategy caught the enemy completely off guard.,sat_300_plus_vocab_dataset,217,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
530,obscure,make hard to understand,Technical jargon can obscure ideas that are actually simple. | The thick fog obscured the lighthouse from view. | The details of the treaty obscure its true intent. | Time has obscured the origins of this ancient holiday. | The complex syntax obscures the poem's meaning.,sat_300_plus_vocab_dataset,218,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
531,obtuse,slow to understand,His obtuse response showed that he missed the joke entirely. | The obtuse student failed to grasp the simple concept. | She wondered if he was being deliberately obtuse. | The obtuse angle is greater than ninety degrees. | The obtuse handling of the crisis cost the mayor the election.,sat_300_plus_vocab_dataset,219,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
533,opportunistic,taking selfish advantage,The opportunistic firm raised prices during the shortage. | The opportunistic infection struck while his immune system was weak. | The opportunistic thief grabbed the purse when she looked away. | The opportunistic politician changed parties to win the election. | The opportunistic predator waits for the weak to fall behind.,sat_300_plus_vocab_dataset,221,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
534,orthodox,conventional or accepted,Her findings challenged the orthodox view of how the empire declined. | The orthodox treatment for the disease is a course of antibiotics. | He holds extremely orthodox religious views. | The orthodox approach to teaching math emphasizes memorization. | The artist rejected orthodox techniques in favor of abstraction.,sat_300_plus_vocab_dataset,222,2026-05-19 22:10:19.21454+00,2026-05-19 22:10:19.21454+00
